Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10,Q10_2_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_2_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_14,Q23_15,Q23_16,Q23_17,Q23_18,Q24_1,Q24_2,Q24_3,Q25_1,Q25_2,Q25_3,Q26_1,Q26_2,Q26_3,Q27_1,Q28_1,Q29,Q29_7_TEXT,Q30,Q30_7_TEXT
29,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Agree,Agree,Agree,"Yes, please indicate how many children you have",1,Gaining weight ,136,I'm fairly confident about my estimate   ,Over a week ago   ,56 inches,Pregnancy   ,,186,117,No  ,,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Often,Never,Never,Rarely,Never,Never,Rarely,2,0,0,0,1,0,3,0,5,1,6,1,0,7,1,0,0,3,0,0,0,5,2,2,2,4,4,0,0,0,0,7,0,0,0,3,12,15,15,43,45,27,83,83,43,1,3,No  ,,No  ,
26,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Divorced/Separated,,,,,,,,,,,,No,,Gaining weight ,120,I'm very confident about my estimate  ,Over a month ago   ,66,"Pregnancy   ,Significant relationship change ",,120,96,No  ,,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Often,Never,Sometimes,Never,Never,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Rarely,2,0,0,2,1,3,0,0,3,0,1,0,0,1,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,100,95,30,6,31,,,,4,,No  ,,"Yes, Other--please describe",I am not married
41,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Agree,"Yes, please indicate how many children you have",1,Losing weight   ,245,I'm very confident about my estimate  ,Today   ,66,Started a medication with weight gain as a side effect   ,,269,175,"Yes, If Yes add box please briefly describe what is working for you",Weight watchers ,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Often,Rarely,Rarely,Rarely,5,7,7,2,0,5,4,7,6,7,7,2,0,6,1,1,4,4,1,0,0,5,0,0,0,0,7,3,0,4,0,6,0,2,6,6,56,59,89,49,89,91,14,30,28,4,2,No  ,,No  ,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Strongly agree,Agree,Somewhat agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,No,,Keeping my weight about the same   ,135,I'm very confident about my estimate  ,Today   ,67,Significant relationship change ,,145,125,"Yes, If Yes add box please briefly describe what is working for you","Daily exercise, stress management, conscious of what I am taking into my body",Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,3,0,0,4,3,6,4,3,7,5,2,0,0,0,1,2,0,0,0,0,0,4,2,7,7,0,7,0,0,0,0,0,0,0,1,0,90,90,90,95,75,25,90,26,5,4,5,No  ,,No  ,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,190,I'm fairly confident about my estimate   ,Over a month ago   ,71,,,190,165,No  ,,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,5,0,0,7,0,3,5,5,7,0,6,1,0,4,0,2,2,1,,,,,,,,,,,,,,,,,,,44,45,69,20,90,91,,,,4,,No  ,,,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,No,,Keeping my weight about the same   ,140,I'm very confident about my estimate  ,This week   ,65 inches,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",170,105,"Yes, If Yes add box please briefly describe what is working for you",I use the FitBit app and wristband and input all calorie intake and all exercise or activity that would count as calorie expenditure,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,7,3,4,7,3,3,4,6,4,1,2,3,0,3,7,4,0,2,7,0,0,5,0,3,3,7,7,1,5,0,0,5,0,5,0,2,88,68,80,37,59,41,75,91,26,4,3,No  ,,No  ,
29,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Losing weight   ,150,I'm very confident about my estimate  ,Over a week ago   ,63,"Started a medication with weight gain as a side effect   ,Significant relationship change ",Exercised at least 2 hours daily for weight loss   ,165,130,"Yes, If Yes add box please briefly describe what is working for you",Low caloric intake ,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,Never,Often,Often,3,2,2,3,4,5,5,5,7,0,0,1,0,0,0,2,1,1,5,5,5,3,5,2,3,5,7,1,4,2,0,0,1,2,2,1,90,78,74,90,93,75,92,93,98,3,3,No  ,,No  ,
29,Male   ,Masters Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Agree,Strongly Disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,150,I'm very confident about my estimate  ,This week   ,68,,Exercised at least 2 hours daily for weight loss   ,150,130,"Yes, If Yes add box please briefly describe what is working for you",Exercise frequently,Rarely,Sometimes,Rarely,Rarely,,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,2,0,0,7,3,4,4,5,4,3,5,1,0,1,0,1,1,0,1,0,0,7,2,6,4,5,2,3,5,0,0,5,0,1,2,0,85,78,77,100,77,43,70,82,36,4,3,No  ,,No  ,
25,Female   ,4-year College Degree   ,Other   ,Yes   ,Obese,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,315,I'm very confident about my estimate  ,Over a month ago   ,64,Significant relationship change ,,315,215,"Yes, If Yes add box please briefly describe what is working for you",eat a well balanced meal every few hours and avoid eating 4 hours before going to sleep. Also exercising for at least 30 min each day.,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Often,Rarely,Rarely,Rarely,Rarely,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,1,0,0,7,1,0,0,2,0,0,0,3,0,4,7,2,7,6,,,,,,,,,,,,,,,,,,,30,20,25,70,70,70,,,,2,,No  ,,,
51,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Divorced/Separated,,,,,,,,,,,,No,,Keeping my weight about the same   ,135,I'm very confident about my estimate  ,This week   ,76,,Exercised at least 2 hours daily for weight loss   ,245,230,"Yes, If Yes add box please briefly describe what is working for you","Walking, bike riding",Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Never,,Never,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,1,0,0,7,4,4,4,1,3,1,7,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,51,50,67,22,0,0,0,3,,No  ,,,
27,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Strongly agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,No,,Keeping my weight about the same   ,161,I'm very confident about my estimate  ,This week   ,71,,,185,142,"Yes, If Yes add box please briefly describe what is working for you","Eat well, exercise great.",Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Rarely,3,0,0,4,2,5,6,4,5,1,3,0,0,4,0,7,2,1,1,0,0,2,5,6,5,5,5,5,3,0,0,4,0,5,4,1,100,100,100,100,80,30,100,90,40,5,4,No  ,,No  ,
34,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Underweight,Married (Cohabiting),Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Somewhat agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,145,I'm fairly confident about my estimate   ,Over a month ago   ,72,Significant relationship change ,,160,130,No  ,,Often,Often,Sometimes,Often,Often,Sometimes,Rarely,Rarely,Sometimes,Often,Never,Rarely,Often,Often,Rarely,Often,Sometimes,Often,Rarely,Often,Often,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,0,0,2,3,5,5,5,7,0,2,0,0,0,0,1,0,0,81,60,81,,,,60,29,,2,4,No  ,,No  ,
25,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly agree,No,,Keeping my weight about the same   ,189,I'm very confident about my estimate  ,Today   ,72,,,237,186,"Yes, If Yes add box please briefly describe what is working for you",Keeping track of calories and walking to work every day (~1 mile),Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,7,7,7,4,5,5,5,5,7,7,7,0,0,6,0,0,1,1,7,7,7,4,6,6,5,5,7,7,7,0,0,4,0,0,2,2,80,85,90,50,50,100,60,50,100,4,4,No  ,,No  ,
30,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,No,,Gaining weight ,240,I'm very confident about my estimate  ,Over a week ago   ,72,,,240,190,No  ,,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Rarely,Rarely,Often,Rarely,Rarely,Sometimes,Never,Often,Rarely,5,5,5,4,4,4,6,1,2,1,2,4,0,4,4,6,7,3,7,1,1,5,7,7,7,3,7,2,7,0,0,2,0,0,3,1,71,36,61,88,90,84,97,95,82,4,5,No  ,,No  ,
35,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly agree,"Yes, please indicate how many children you have",0,Keeping my weight about the same   ,178,I'm very confident about my estimate  ,This week   ,6,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",185,160,"Yes, If Yes add box please briefly describe what is working for you",Eating healthy and exercising daily. ,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Often,Never,Sometimes,Often,Often,Sometimes,Rarely,Often,Often,Often,0,0,0,4,7,7,7,6,2,1,2,0,0,3,0,7,4,0,7,7,7,4,7,7,7,7,7,4,4,1,0,5,4,7,1,1,100,100,100,75,13,,90,47,93,5,4,No  ,,No  ,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Somewhat agree,Somewhat disagree,Somewhat disagree,Does not Apply to Me,Does not Apply to Me,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Does not Apply to Me,"Yes, please indicate how many children you have",2,Keeping my weight about the same   ,132,I'm very confident about my estimate  ,This week   ,5'5'',,,152,114,No  ,,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,2,0,0,6,4,5,5,2,6,2,5,2,0,1,7,0,1,4,0,0,0,6,1,2,2,0,4,1,0,0,0,1,0,1,2,3,70,70,86,79,59,59,70,8,8,4,4,No  ,,No  ,
,Female   ,4-year College Degree   ,Prefer not to answer ,Yes   ,Normal weight,Never Married  ,,,,,,,,,,,,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,131,I'm fairly confident about my estimate   ,,67,,,135,118,No  ,,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,4,2,1,4,4,4,4,3,2,4,3,5,0,4,3,3,4,1,0,0,0,0,0,3,3,1,1,1,1,5,0,5,4,4,5,4,74,64,80,84,63,62,64,65,58,3,3,No  ,,No  ,
33,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Never Married  ,,,,,,,,,,,,No,,Losing weight   ,240,I'm very confident about my estimate  ,Today   ,71,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",275,160,"Yes, If Yes add box please briefly describe what is working for you",Portion control,Sometimes,Sometimes,Rarely,Rarely,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,3,2,3,2,1,0,1,6,6,6,3,1,0,7,1,1,1,1,,,,,,,,,,,,,,,,,,,33,32,33,64,91,74,,,,4,,No  ,,,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,242,I'm very confident about my estimate  ,Today   ,76,Significant relationship change ,Exercised at least 2 hours daily for weight loss   ,295,190,"Yes, If Yes add box please briefly describe what is working for you",Calorie conscious eating paired with 8-14 hours/week of gym time.,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Never,6,1,1,6,7,7,5,6,6,4,4,0,0,3,1,2,2,1,,,,,,,,,,,,,,,,,,,65,81,75,85,65,55,,,,4,,No  ,,,
58,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly Disagree,Somewhat agree,Strongly agree,"Yes, please indicate how many children you have",4,Keeping my weight about the same   ,160,I'm very confident about my estimate  ,This week   ,64,,,184,148,"Yes, If Yes add box please briefly describe what is working for you",Exercise 6 days a week & eat lots of fruit & veggies w/protein.,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Never,3,0,0,5,6,6,7,5,6,1,7,1,0,0,0,1,0,2,0,0,0,7,5,5,7,3,2,6,0,0,0,3,0,7,2,0,61,60,60,50,61,,50,50,,3,4,No  ,,No  ,
31,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,,I'm very confident about my estimate  ,Today   ,62,,Exercised at least 2 hours daily for weight loss   ,115,106,"Yes, If Yes add box please briefly describe what is working for you",Exercising 6 day?s a week for 2 hour session ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Often,Often,Never,Often,Often,Often,Never,Often,Never,Rarely,Never,0,7,0,2,7,7,7,0,7,7,0,0,0,3,1,0,0,2,,,,,,,,,,,,,,,,,,,82,85,85,92,100,100,,,,4,,No  ,,,
37,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Disagree,Agree,Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,,Keeping my weight about the same   ,190,I'm fairly confident about my estimate   ,Over a week ago   ,75,Significant medical experience impeding mobility   ,,210,180,"Yes, If Yes add box please briefly describe what is working for you",I eat veggies with each meal and avoid sugary stuff,Often,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,Often,Often,Sometimes,Rarely,Often,Often,Often,4,0,0,1,2,2,0,0,7,0,3,0,0,4,0,2,2,0,0,0,0,7,6,7,0,0,7,0,4,0,0,2,0,2,2,0,92,91,81,69,67,,100,29,,3,5,No  ,,No  ,
33,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,173,I'm very confident about my estimate  ,Over a month ago   ,71 inches ,Pregnancy   ,,183,165,No  ,,Never,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,3,0,0,3,5,5,3,3,2,0,0,1,0,3,0,3,4,1,3,2,2,2,2,3,2,3,4,2,1,1,2,3,1,2,3,3,74,87,91,90,67,31,87,93,94,4,3,No  ,,No  ,
48,Female   ,Masters Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,"Yes, please indicate how many children you have",1,Gaining weight ,125,I'm very confident about my estimate  ,Today   ,66,,,140,114,"Yes, If Yes add box please briefly describe what is working for you",,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,1,0,0,2,0,3,5,1,1,1,0,0,0,3,0,0,2,0,0,0,0,3,4,3,3,0,7,0,0,0,0,5,1,4,2,3,48,33,19,31,0,,10,10,10,1,3,No  ,,No  ,
39,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,"Yes, please indicate how many children you have",4,Gaining weight ,152,I'm very confident about my estimate  ,This week   ,68,Pregnancy   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",170,115,No  ,,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,7,7,7,5,4,4,4,7,7,3,5,0,0,5,0,0,3,0,4,4,6,7,5,6,7,5,7,3,5,0,0,3,0,0,4,0,13,7,39,18,21,17,100,83,64,5,3,No  ,,No  ,
36,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,"Yes, please indicate how many children you have",5,Keeping my weight about the same   ,150,I'm very confident about my estimate  ,Today   ,65,,,185 pregnant,142,"Yes, If Yes add box please briefly describe what is working for you","Plant based, daily exercise.",Often,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,5,0,0,3,7,7,7,7,7,5,5,0,0,0,0,0,0,0,0,0,0,7,5,7,7,7,1,1,0,0,0,7,0,3,0,0,85,85,91,69,0,0,75,0,0,,,,,,
38,Female   ,4-year College Degree   ,Other   ,Prefer not to answer,Overweight,Never Married  ,,,,,,,,,,,,,,Keeping my weight about the same   ,208,I have some doubts about my estimate   ,Over a month ago   ,5 foot 3,,,220,165,No  ,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Often,Often,Often,Never,Sometimes,Sometimes,Often,Sometimes,Often,Often,Often,1,0,0,1,0,2,3,1,1,0,1,4,0,4,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,62,49,51,34,23,,,,2,,No  ,,No  ,
25,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,183,I'm fairly confident about my estimate   ,Over a month ago   ,69,Significant relationship change ,,225,155,"Yes, If Yes add box please briefly describe what is working for you",Balanced Eating and Exercise,Often,Often,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Often,Rarely,Often,Never,Sometimes,Sometimes,Rarely,7,5,4,7,6,7,7,7,7,0,4,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,75,85,85,40,0,0,0,3,0,No  ,,No  ,
38,Female   ,Masters Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Agree,Strongly Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,No,,Keeping my weight about the same   ,280,I'm very confident about my estimate  ,This week   ,63,,Exercised at least 2 hours daily for weight loss   ,280,130,No  ,,Rarely,Sometimes,Never,Never,Often,Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Rarely,Often,Sometimes,Rarely,Rarely,Rarely,Never,2,0,0,1,1,2,7,4,7,1,0,0,0,7,0,2,4,1,2,0,0,0,5,4,7,1,6,6,1,0,0,7,3,4,7,3,74,60,73,88,87,91,27,13,4,4,3,No  ,,No  ,
25,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,130,I'm very confident about my estimate  ,Today   ,60,Significant relationship change ,,135,120,No  ,,Rarely,Sometimes,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,2,0,0,2,0,4,4,0,0,2,0,3,0,7,0,7,5,7,0,0,0,4,0,4,2,0,2,0,0,0,0,7,0,7,5,0,80,60,70,80,40,20,,,,3,3,No  ,,No  ,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Agree,Somewhat agree,Disagree,Agree,Agree,Agree,Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,125,I'm fairly confident about my estimate   ,Over a week ago   ,69,"Pregnancy   ,Significant relationship change ",,145,116,"Yes, If Yes add box please briefly describe what is working for you",Lifestyle habits ,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,7,7,7,2,5,5,6,7,3,0,7,0,0,3,5,0,0,3,0,0,0,2,3,7,7,0,4,0,0,0,0,3,0,4,1,0,75,80,75,95,95,100,60,70,5,3,4,No  ,,No  ,
